id,title,sponsor_extracted,confidence,method
"ab946f03-4d97-4c4d-b309-8f09c8a1ecdc","The Kenyan Sign Language Bill2023 Senate Bill No9 Of 2023","","STUB","STUB_PDF_243chars"
"e10ad3f1-0a71-40f0-9c4e-0eec89c542bc","The Supplementary Appropriation Bill, 2023","","NOT_FOUND","NOT_FOUND"
"640e17e7-1b0e-4e96-897c-6ade1c7f3c56","The County Wards ( Equitable Development) Bill, 2024","KARUNGO THANGWA, Senate.","HIGH","DEEPSEEK"
"a23d93fc-f471-4ac3-9533-ce43b5d98ac0","Geriatrics Bill, 2022","","NOT_FOUND","NOT_FOUND"
"359b454e-1255-4970-acd3-ac5ac91cfdab","The Autism Management Bill, No.19 Of 2025","KAREN NYAMU, Senator.","HIGH","DEEPSEEK"
"c07a7241-a183-4d8b-8644-2aabfaad50f6","The Economic And Social Rights Bill Senate Bill No. 7 Of 2022","","NOT_FOUND","NOT_FOUND"
"67cb6984-233a-4030-b95c-250b37b42570","The Division Of Revenue Bill, 2023","","NOT_FOUND","NOT_FOUND"
"45476321-c6c8-4bca-a008-bf09f5643ed1","The Maternal, Newborn And Child Health Bill (senate Bill No. 17 Of 2023)","","NOT_FOUND","NOT_FOUND"
"85f20653-47b2-48dc-aae9-5a90e43fcac0","The Higher Education Loans Board (amendment) Bill, 2023","","STUB","STUB_PDF_207chars"
"fd027159-b2af-4524-a38b-a7cda5a2cf05","Environmental Management And Co-ordination (amendment) Bill, 2023","","STUB","STUB_PDF_96chars"
"056f32e0-16e9-4889-b8eb-43bc855e1501","The Equalization Fund Appropriation No.2 Bill Senate Bill No30 Of 2023","","NOT_FOUND","NOT_FOUND"
"3566ebf7-ccd6-4e18-9daa-6236fc680d2a","The Creative Economy Support Bill, No.30 Of 2024","EDDY GICHERU OKETCH, Senator.","HIGH","DEEPSEEK"
"209cd6c5-7d64-4698-8cae-1cdd2b88ffb4","The Land Control Bill, 2023","","NOT_FOUND","NOT_FOUND"
"77c4cad2-022d-4f7d-9d81-2ed5f0143c27","The Competition (amendment) Bill, 2026","","NOT_FOUND","NOT_FOUND"
"01d865c7-1257-44b7-a5df-c6c132a4908f","The Agricultural And Livestock Extention Services Bill 2022 Senate Bill No12 Of 2022","","NOT_FOUND","NOT_FOUND"
"44d335f7-438c-41bf-9a0c-6df29c8802cd","Senate Bill No6 On The Natural Resources Benefit Sharing Bill 2022","","NOT_FOUND","NOT_FOUND"
"dd6586c9-35e2-4c8f-9e3c-3e6db2b0f0a4","Senate Bill No5 Of 2023 On The Cotton Industry Development Bill 2023","","NOT_FOUND","NOT_FOUND"
"1aab469f-2d7b-4df7-ada7-cce891d13bb2","Gold Processing Bill, 2023","","NOT_FOUND","NOT_FOUND"
"05299033-e0c3-4132-81fb-07d2a2b625fb","The Care & Protection Of Child Parents Bill, 2023","MIRAJ ABDILLAHI ABDULRAHMAN, Senator.","HIGH","DEEPSEEK"
"220907b6-9c05-4bf4-a4a7-6a4f504d12a4","The Fire And Rescue Services Professionals Bill (senate Bill No. 55 Of 2023)","","NOT_FOUND","NOT_FOUND"
"0fb862b6-681d-4f7f-9a71-c1afb7840e01","Tibunals Bill, 2023","","NOT_FOUND","NOT_FOUND"
"73e3cb9a-780f-4bdc-b506-8f8087499e67","The Prisons (amendment) Bill, 2023 (national Assembly Bills No. 54) Of 2023","","STUB","STUB_PDF_128chars"
"75dd3b72-e939-4b75-a33b-6da24fe05e04","The Preservation Of Public Security (amendment0 Bill, 2023 (national Assembly Bills No. 48) Of 2023","","STUB","STUB_PDF_128chars"
"85fcd997-aa01-4d5d-8bb8-b701e22989b8","The Persons With Dissabilities Bill 2023 Senate Bill No7 Of 2023","","NOT_FOUND","NOT_FOUND"
"602aa714-97f6-4a8d-83a9-391f1c47de13","07.11.2023 - Report Of Health On Winnowing Of Kda Bill","","NOT_FOUND","NOT_FOUND"
"58b9cd05-3ea2-4779-88bd-049a2dbd4519","The Preservation Of Human Dignity And Enforcement Of Economic And Social Rights Bill, 2022","DANSON BUYA MUNGATANA, Senator.","HIGH","DEEPSEEK"
"ffd2148a-1b5f-406a-9f3d-17554acf49d1","The Intergovernmental Relations (amendment) Bill (senate Bill No. 12 Of 2024)","","NOT_FOUND","NOT_FOUND"
"b387ca3b-566c-4d7f-b0e0-d55ceec212c7","Statute Law (miscellaneous Amendments) Bill, 2023-1","","NOT_FOUND","NOT_FOUND"
"a738dfcd-8ada-4551-b4c8-75483830fc5f","The Culture Bill , 2024","","NOT_FOUND","NOT_FOUND"
"c76ef31f-74e1-452a-969d-8fd39bfcf3c4","The Public Finance Management (amendment) Bill (senate Bill No. 40 Of 2023)","","STUB","STUB_PDF_128chars"
"79d7e094-502c-4e83-bdf7-a8da53068367","Supplementary Appropriation (no.3) Bill, 2023","","NOT_FOUND","NOT_FOUND"
"7a3a5c14-0f16-4e0e-ada4-3973cb89104d","The Equalisation Fund (administration) Bill (senate Bill No. 14 Of 2023)-1","","NOT_FOUND","NOT_FOUND"
"219f263d-e760-42c3-8466-0e1810c78e88","The Pension (amendment) Bill, 2024","","STUB","STUB_PDF_128chars"
"98402cf9-8f49-4215-bd55-20ae2beab565","The Water (amendment) Bill, National Assembly Bills No. 33 Of 2023","","NOT_FOUND","NOT_FOUND"
"540390a5-7f33-462e-b220-f4cbb3324342","The Prevention Of Livestock And Produce Theft Bill (senate Bill No. 12 Of 2023)","","NOT_FOUND","NOT_FOUND"
"a87d17b6-f703-4bfe-b1e6-57c6333a4c22","The County Governments Additional Allocations Bill,2025.","","NOT_FOUND","NOT_FOUND"
"9f3af582-a7cd-453e-8063-ce5e625dcc37","The Kenya Roads(amendment Bill,2024","","STUB","STUB_PDF_279chars"
"58b5e084-a50d-431c-b5c4-cf72c07551ec","The County Governments ( Revenue Raising Process) Bill, 2023","AARON CHERUIYOT, Majority Leader.","HIGH","DEEPSEEK"
"74eabff8-5bfe-4f21-971d-8f1412c8c195","Affordable Housing Bill, 2023.","","NOT_FOUND","NOT_FOUND"
"30c99a64-8baf-4eb0-a287-5de156b31336","The Appropriation Bill, 2024","","NOT_FOUND","NOT_FOUND"
"7fae2813-37b2-4b81-92c0-5b043aeddfff","The County Allocation Of Revenue Bill (senate Bill No. 25 Of 2024)","","STUB","STUB_PDF_207chars"
"bcb6c194-8095-4de3-857d-e15eb12bf572","The Penal Code (amendment) Bill, 2024 (national Assembly Bills No. 53)","","STUB","STUB_PDF_128chars"
"acdd2434-8e64-4563-9554-743f3290eb94","The Division Of Revenue (amendment) Bill, 2024","","STUB","STUB_PDF_128chars"
"27aa34d0-dfe6-4657-921d-80583cccb7b2","The Assumption Of The Office Of President And Transition Of Executive Authority Bill, 2025","","NOT_FOUND","NOT_FOUND"
"ef763a66-b47a-492d-b28a-c3f902bba38c","The Basic Education (amendment) Bill,2025","","NOT_FOUND","NOT_FOUND"
"73ebb5b7-8ce5-415c-9990-415346dda438","The Pyrethrum (repeal) Bill,2024","","STUB","STUB_PDF_64chars"
"3b24051e-9d55-492a-833b-81c4ac5cda42","The Hansard - Wednesday, 11 February 2026 - Morning Sitting","Hon. George Gachagua","HIGH","DEEPSEEK"
"b2d53cdd-c70d-403d-9e73-f9309d767de9","The Supplementary Appropriation Bill,2025","","NOT_FOUND","NOT_FOUND"
"f61a8670-7ae8-47e8-8cc9-7367b558da8e","The Computer Misuse And Cybercrime (amendment) Bill,2024","","STUB","STUB_PDF_279chars"
"4427139d-345c-4c7e-b1e2-ca3d8ad2c989","The Division Of Revenue Bill,2025","","NOT_FOUND","NOT_FOUND"
"9031743d-f29e-451f-bc00-0415d374633f","The Excise Duty (amendment) Bill,2025","","STUB","STUB_PDF_64chars"
"f6cd5abe-504f-4fcf-bc24-7b251998bbf5","The Whistleblower Protection Bill, 2023 (national Assembly Bills No. 56)","","NOT_FOUND","NOT_FOUND"
"c6d17216-b97e-42a5-a233-787583b3bd33","Bill Digest - Kenya Health Products And Technologies Regulatory Authority Bill, 2022 (1)","Hon. Robert Pukose, MP","HIGH","DEEPSEEK"
"73a7abe6-d41a-4f49-8f85-927be14e82aa","The Social Protection Bill,2025","","NOT_FOUND","NOT_FOUND"
"0405cf27-4ef2-4e67-8e00-f48cc82a085b","The Elections Offences (amendment) (no.2) Bill 2024","","STUB","STUB_PDF_64chars"
"c49824ed-ed1b-4bf8-9755-d07915e745b6","The Registration Of Persons (amendment) Bill,2025","","STUB","STUB_PDF_128chars"
"ffad1704-de7d-4966-866d-a007de33a7af","The Kenya Roads (amendment)(no.2) Bill, 2025","","STUB","STUB_PDF_96chars"
"5541e242-bc40-4a85-a467-5e214e61f173","Supplementary Order Paper For Tuesday, 3rd March 2026","The Leader of the Majority Party","HIGH","DEEPSEEK"
"fb491e23-bf07-4798-be68-d23ba4ae77e4","The Provisional Collection Of Taxes And Duties (repeal) Bill, 2025.","","STUB","STUB_PDF_64chars"
"32bfdda6-6fb0-4cd2-ab03-424096bd0b40","The Crops (amendment) Bill, 2025","","STUB","STUB_PDF_128chars"
"60353207-b220-483f-a205-30daf2f61d39","Supplementary Order Paper For Wednesday, 25th Feb 2026- Afternoon Sitting","The Chairperson, Departmental Committee on Defence, Intelligence and Foreign Relations","HIGH","DEEPSEEK"
"92787368-bbdf-47ed-a8fc-c035520115ab","The Elections Offences ( Amendment ) Bill, No.9 Of 2024","AARON CHERUIYOT, Senate Majority Leader.","HIGH","DEEPSEEK"
"ea13db81-2bb2-4807-a305-b645512bb210","The Elections ( Amendment ) Bill, No.11 Of 2024","AARON CHERUIYOT,
Senate Majority Leader.","HIGH","DEEPSEEK"
"e7bb02c2-bb84-4d5e-a032-450279881ce3","The Equalisation Fund Appropriation Bill,2025","","STUB","STUB_PDF_279chars"
"f355e76d-4b60-4233-ba64-382782869e5c","The Appropriation Bill,2025","","NOT_FOUND","NOT_FOUND"
"e67c5ba2-da7a-48fc-9455-e4e444eebd0b","The Livestock Protection And Sustainability Bill, No.32 Of 2024","LELEGWE LTUMBESI, Senator","HIGH","DEEPSEEK"
"880ec854-00cc-484d-ae25-404ed5d48d00","Comb The Statute Laws Misc.(amendment) Bill, 2023","AARON CHERUIYOT, Senate Majority Leader.","HIGH","DEEPSEEK"
"e29bc3de-e251-483b-b18c-5c7701ec553b","The Constitution Of Kenya (amendment) Bill, 2025 (national Assembly Bills No. 29).","","STUB","STUB_PDF_128chars"
"e9b69b26-9e52-48be-8a08-ccaff5330867","The Advocates (amendment) Bill,2025","","STUB","STUB_PDF_128chars"
"ac155aa7-e932-4d90-aae0-fa50d280b0d2","The Sacco Societies (amendment) Bill,2025","","NOT_FOUND","NOT_FOUND"
"d53ae623-8c52-4ebe-94d8-785f6ebd34ed","The Kenya Medical Research Institute Bill,2025.","","NOT_FOUND","NOT_FOUND"
"c0393a32-d2b0-4d7f-8836-e2be576f943d","The Kenya Roads (amendment) Bill, 2025","","STUB","STUB_PDF_128chars"
"d41a8ac5-02f9-4509-a3a0-11eb9453e4b1","The Startup Bill, 2022","CRYSTAL KEGEHI ASIGE. Senator.","HIGH","DEEPSEEK"
"c0329b7f-9bc9-4540-9b25-e2360da7a4f4","The County Allocation Of Revenue Bill (senate Bill No. 9 Of 2025)","","STUB","STUB_PDF_171chars"
"eba2a1e7-6fb2-4571-a779-ebb826d20b02","The Kenya Roads (amendment) Bill, 2025 (national Assembly Bills No. 14)","","STUB","STUB_PDF_128chars"
"9f904166-5a23-4733-8bdf-aaa153607843","The County Assemblies Pensions Scheme (senate Bill No. 14 Of 2024)","","NOT_FOUND","NOT_FOUND"
"16f2766b-c4c6-42d2-8513-110f825109a1","The Konza Technopolis Bill, 2023","GLORIA ORWOBA, Senator.","HIGH","DEEPSEEK"
"ab7f3285-cd3b-4d68-824c-8a57110a1ab8","The Marriage (amendment) Bill,2023","","STUB","STUB_PDF_128chars"
"83d67340-bc80-4181-a597-bce4fe20138c","The Tobacco Control (amendment) Bill (senate Bill No. 35 Of 2024)","","NOT_FOUND","NOT_FOUND"
"e034a976-f790-4d76-b0a8-b374942bb19c","Order Paper For Wednesday, 25th Feb 2026- Afternoon Sitting","The Chairperson, Departmental Committee on Defence, Intelligence and Foreign Relations","HIGH","DEEPSEEK"
"7b69c89d-08bc-40bc-894a-ed303dae1bed","The Crops (amendment) Bill,2023","","STUB","STUB_PDF_207chars"
"642b51df-8543-4963-a969-04001f1df06a","The Agricultural And Livestock Extension Services Bill, 2022","MAUREEN TABITHA MUTINDA, Senator.","HIGH","DEEPSEEK"
"3ab9a89c-4040-4bef-bd3a-2a41726a18a1","The Criminal Procedure Code (amendment)bill,2025","","STUB","STUB_PDF_128chars"
"214e5672-98e4-4307-80d5-2a58c2c03270","The Mung Beans Bill, 2022","Enoch Kiio Wambua, Senator.","HIGH","DEEPSEEK"
"9549f401-47a4-4a18-bfb7-ad222ebd9764","The Community Health Workers Bill, 2022","","NOT_FOUND","NOT_FOUND"
"2e4e8ff1-9f96-4689-a27f-a48a961f0b48","The Medical Practitioners And Dentist (amendment) Bill,2026","","NOT_FOUND","NOT_FOUND"
"573acad5-31a8-4848-8ba7-28773dad8fa3","Order Paper For Tuesday, 24th February 2026","","NOT_FOUND","NOT_FOUND"
"dcf64124-3361-4bd3-a364-3030a49f022f","The E-health Bill, No. 32 Of 2023","HAMIDA KIBWANA, Senator.","HIGH","DEEPSEEK"
"42c50c08-e664-4672-8fed-67c2636b2691","The Wildlife Conservation And Management ( Amendment) Bill, No.49 Of 2023","LENKU OLE KANAR SEKI, Senator.","HIGH","DEEPSEEK"
"e68469fd-9371-4486-ba12-57aa381f4e30","The Quantity Surveyors Bill, 2026","","NOT_FOUND","NOT_FOUND"
"2d19fbc3-de1a-487f-a77f-495b68fde92d","The Equalization Fund Appropriation Bill, 2023","ALI ROBA, Chairperson, Committee on Finance and Budget.","HIGH","DEEPSEEK"
"8b213cb9-d3be-41ba-8b04-85157982e3ea","The Income Tax (amendment) Bill, 2026","","STUB","STUB_PDF_64chars"
"6827de9c-c2dc-4b8a-8e13-5da43328a377","The Statutory Instruments ( Amendment ) Bill, 2023","","STUB","STUB_PDF_128chars"
"fe637362-1d93-456b-99d7-768fdf86acb4","The County Assembly Services (amendment) Bill, No. 34 Of 2023","MOHAMED CHUTE, Senator.","HIGH","DEEPSEEK"
"1cf11ed8-a915-437a-baf1-69adc1c33198","The Energy (amendment) Bill,no.11 Of 2025","","STUB","STUB_PDF_80chars"
"62a39953-afd5-4bd2-a4f2-79847ef5f46c","The Public Service Internship Bill, 2022 (national Assembly Bills No.63 Of 2022)","","STUB","STUB_PDF_189chars"
"bba90c0f-e743-4804-a621-26ea0ea7f9a2","The Basic Education (amendment)bill,2023 (national Assembly Bills No.59 Of 2023)","","STUB","STUB_PDF_96chars"
"6b4a9a77-f168-474d-b02d-ef8d496e4c43","The National Rating Bill 2022.","The National Rating Bill, 2022","HIGH","DEEPSEEK"
"39ed3863-6670-401e-9cfb-5274b473b8f4","The Statutory Instruments ( Amendment) Bill, No.10 Of 2024","AARON CHERUIYOT, Senate Majority Leader.","HIGH","DEEPSEEK"
"7afd1a68-ed79-408f-9e50-02dfefc84d0f","The Hansard - Tuesday, 17 February 2026","","NOT_FOUND","NOT_FOUND"
"15b8ec1c-e765-4770-9813-a4ba9ae228f8","The Digital Literacy Opportunities Bill, No.8 Of 2024","KAREN NJERI NYAMU, Senator.","HIGH","DEEPSEEK"
"b43c6252-f950-41d5-a65b-c5c2642e7e8e","The Pest Control Products Bill, 2025","","NOT_FOUND","NOT_FOUND"
"39dd6b3a-1968-44c3-8342-f0a87b0f0ed6","Senate Bill No11 Of 2022 - The Employment Amendment Bill 2022","","STUB","STUB_PDF_96chars"
"6b269ac8-1324-47aa-b817-79c391204aaf","Order Paper For Thursday, 19th February 2026","The Chairperson, Budget & Appropriations Committee","HIGH","DEEPSEEK"
"9e85c21a-93df-4f7c-88a5-d6d0506651bb","The Sports (amendment) Bill, 2026","","STUB","STUB_PDF_171chars"
"c350bbd7-0fe4-4bfc-aa3c-c0ddc8b15c80","The National Cohesion And Integration Bill, 2023","","NOT_FOUND","NOT_FOUND"
"520d442a-e06e-4dbb-b15e-7f3add9f178b","Order Paper For Wednesday, 18th Feb 2026- Afternoon Sitting","The Chairperson, Departmental Committee on Regional Development","HIGH","DEEPSEEK"
"0ec2521a-6db8-4c78-896b-f988373b9020","The Strategic Goods Control Bill, 2026","","NOT_FOUND","NOT_FOUND"
"fbbf11e4-373d-4861-a2a8-cd314d70d349","The Value Added Tax (amendment) Bill, 2026","","STUB","STUB_PDF_64chars"
"83d18bc9-33ce-4ff4-a07e-7d68e9a30ef9","The National Infrastructure Fund Bill,2025","","NOT_FOUND","NOT_FOUND"
"35d237a9-fc9d-4a20-8e17-c5c0ff79848b","The County Governments Additional Allocations Bill, No.8 Of 2026","","NOT_FOUND","NOT_FOUND"
"0e0da6cf-5125-446b-a6b7-2c83e61781ee","The Certified Governance Secretaries Bill,2026","","NOT_FOUND","NOT_FOUND"
"c280a6c5-589a-437a-9e51-41776e7828a4","The Criminal Procedure Code (amendment) Bill,2026","","NOT_FOUND","NOT_FOUND"
"09822b1d-3ada-4fdf-9bf9-d31d730b44df","The Equalisation Fund Appropriation Bill,2025 (national Assembly Bills No.21 Of 2025)","","STUB","STUB_PDF_279chars"
"ef7528e5-2a9a-4383-92c3-7dd639637685","The Artificial Intelligence Bill, 2026 (senate Bills No.4 Of 2025)","","NOT_FOUND","NOT_FOUND"
"751b8322-6046-468a-85a7-04f60bac9dd2","The Supplementary Appropriation Bill, 2026","","NOT_FOUND","NOT_FOUND"
"8a742baf-0853-4596-9a9b-2a1bda51b216","The Civic Education Bill, No.4 Of 2024","","STUB","STUB_PDF_261chars"
"3626a689-e02b-488b-8b09-18a2b9698f1b","The Public Finance Management (amendment) (no.4) Bill (national Assembly Bills No. 45 Of 2024)","","STUB","STUB_PDF_64chars"
"a56259ce-5ee5-4447-a414-dafcbf7dc57a","The Public Finance Management (amendment) ( No.2) Bill ( National Assembly Bills No. 26 Of 2024)","","STUB","STUB_PDF_96chars"
"9e330f14-9311-4774-8a61-0fe94bbdf28d","The Kenya Roads ( Amendment) ( No.3) Bills, 2025","","STUB","STUB_PDF_171chars"
"4f3ee7d2-101d-4665-88e4-8cd7efe198a9","Parliamentary Pensions (amendment) Bill, 2022","","NOT_FOUND","NOT_FOUND"
"34c67cba-5aa4-432c-85f7-0054d9270a50","Petitions To Parliament (procedure)(amendment) Bill, 2022","","STUB","STUB_PDF_128chars"
"b282013f-90e1-48fe-ba71-1ab79dc0d2d0","National Transport And Safety Authority (amendment) Bill, 2022","","STUB","STUB_PDF_96chars"
"d816c3d5-1e22-465a-967a-ac864ded7f00","The National Youth Council(amendment) Bill,2023","","STUB","STUB_PDF_128chars"
"f9158863-d606-4ea5-999e-d78de623fe5c","The National Construction Authority (amendment) Bill,2022","","STUB","STUB_PDF_128chars"
"c3db83c1-f551-4e67-8cce-695de032f507","Regional Development Authorities Bill, 2023","","NOT_FOUND","NOT_FOUND"
"0a23adfb-0082-4779-812b-b721ac1a369a","Public Service (values And Principles)(amendment) Bill, 2022","","STUB","STUB_PDF_96chars"
"588fcab6-1db9-4765-a1f3-ef419a79f2db","Health (amendment) Bill, 2022","","STUB","STUB_PDF_64chars"
"1c2dfbc4-a158-4f37-8c4b-1db8e767a37e","The National Lottery Bill, 2023(1)","","NOT_FOUND","NOT_FOUND"
"5070d776-b389-41ff-b7dd-9c4c0a8b1589","The Cancer Prevention And Control (amendment) Bill , 2023","","STUB","STUB_PDF_128chars"
"559763e1-dfa3-4c0f-a2d3-17efda4dcf03","The County Allocation Of Revenue Bill, Senate Bill No. 16 Of 2023","","STUB","STUB_PDF_207chars"
"5c043a9d-dbcf-40e5-bfbf-8ef293bb8226","The Equalisation Fund Appropriation Bill, Senate Bill No. 3 Of 2023","","NOT_FOUND","NOT_FOUND"
"3488b112-ee83-43bd-a2bc-37f6149ce26a","The Parliamentary Powers And Privileges (amendment) Bill Senate Bill No. 5 Of 2022","","STUB","STUB_PDF_96chars"
"8b2f5254-2f48-4fb5-8eec-774bb0815426","The University (amendment) Bill, 2023","","STUB","STUB_PDF_128chars"
"7f696f45-e601-4651-a134-2542e5b2915e","The National Transport And Safety Authority (amendment) Bill, 2023","","STUB","STUB_PDF_128chars"
"d0c80ff0-2123-4e2d-be30-f159674c378b","The Kenya Roads (amendment) Bill ,2023","","STUB","STUB_PDF_128chars"
"73f61501-8110-4e2b-993b-f08050141c2f","The Climate Change (amendment) Bill, 2023","","NOT_FOUND","NOT_FOUND"
"fabeaaec-3758-4ea9-b707-503702f4ceb9","The Independent Electoral And Boundaries Commission (amendment) Bill, 2023 (national Assembly Bills No. 50) Of 2023","","STUB","STUB_PDF_207chars"
"338f607c-7a27-4189-8137-56f04da2b685","The Public Participation Bill, 2023 (national Assembly Bills No 52) Of 2023","","STUB","STUB_PDF_279chars"
"c51dc3da-bc88-42ee-8370-e842e434c533","Statute Law (miscellaneous Amendments)(no.2) Bill, 2023-1_0","","NOT_FOUND","NOT_FOUND"
"eb12fe46-9b5f-451e-b3f7-dc8e7d35b5e7","The Employment (amendment) Bill, 2023 (2)","","STUB","STUB_PDF_128chars"
"de9002b3-ff47-4eb8-8c6c-8b351f183f05","The Appellate Jurisdiction (amendment) Bill, 2023 (2)","","STUB","STUB_PDF_128chars"
